Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2020-02-01,18:15,21.63,43.70,23.00,,,,,,1.00,1.00,,,,,,,,
2020-02-01,18:30,21.69,43.26,23.00,,,,,,1.00,1.00,,,,,,,,
2020-02-01,18:45,21.55,43.20,28.00,,,,,,1.00,1.00,,,,,,,,
2020-02-01,19:00,21.42,43.22,32.00,,,,,,1.00,1.00,,,,,,,,
2020-02-01,19:15,21.44,43.04,21.00,,,,,,1.00,1.00,,,,,,,,
2020-02-01,19:30,,,,,,,,,,,,,,,,,,
2020-02-01,19:45,21.35,42.97,23.00,,,,,,1.00,1.00,,,,,,,,
2020-02-01,20:00,21.25,43.00,24.00,,,,,,1.00,1.00,,,,,,,,
2020-02-01,20:15,21.18,43.06,23.00,,,,,,0.00,1.00,,,,,,,,
2020-02-01,20:30,,,,,,,,,,,,,,,,,,
2020-02-01,20:45,21.09,43.10,27.00,,,,,,0.00,1.00,,,,,,,,
2020-02-01,21:00,21.07,43.03,28.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,21:15,21.01,43.00,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,21:30,,,,,,,,,,,,,,,,,,
2020-02-01,21:45,20.97,42.99,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,22:00,20.91,43.01,31.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,22:15,20.86,43.03,22.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,22:30,,,,,,,,,,,,,,,,,,
2020-02-01,22:45,20.76,43.02,22.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,23:00,20.69,42.99,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,23:15,20.64,42.94,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-01,23:30,,,,,,,,,,,,,,,,,,
2020-02-01,23:45,20.60,42.84,28.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,00:00,20.54,42.99,309.00,,,,,,0.00,9.00,,,,,,,,
2020-02-02,00:15,20.90,43.79,382.00,,,,,,4.00,6.00,,,,,,,,
2020-02-02,00:30,21.39,43.13,360.00,,,,,,2.00,5.00,,,,,,,,
2020-02-02,00:45,21.29,44.06,386.00,,,,,,2.00,4.00,,,,,,,,
2020-02-02,01:00,21.20,44.55,384.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,01:15,21.30,44.69,648.00,,,,,,1.00,3.00,,,,,,,,
2020-02-02,01:30,21.80,42.94,380.00,,,,,,2.00,4.00,,,,,,,,
2020-02-02,01:45,22.29,42.39,349.00,,,,,,2.00,4.00,,,,,,,,
2020-02-02,02:00,22.20,45.06,449.00,,,,,,2.00,4.00,,,,,,,,
2020-02-02,02:15,22.10,45.68,497.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,02:30,22.05,45.25,29.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,02:45,,,,,,,,,,,,,,,,,,
2020-02-02,03:00,21.82,45.26,77.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,03:15,21.64,45.26,83.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,03:30,21.69,45.13,237.00,,,,,,0.00,2.00,,,,,,,,
2020-02-02,03:45,,,,,,,,,,,,,,,,,,
2020-02-02,04:00,21.74,44.49,73.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,04:15,21.65,44.48,25.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,04:30,21.58,44.43,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,04:45,,,,,,,,,,,,,,,,,,
2020-02-02,05:00,21.48,44.63,28.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,05:15,21.39,44.67,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,05:30,21.36,44.62,28.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,05:45,,,,,,,,,,,,,,,,,,
2020-02-02,06:00,21.27,44.38,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,06:15,,,,,,,,,,,,,,,,,,
2020-02-02,06:30,21.13,44.49,28.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,06:45,,,,,,,,,,,,,,,,,,
2020-02-02,07:00,21.01,44.51,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,07:15,,,,,,,,,,,,,,,,,,
2020-02-02,07:30,20.92,44.51,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,07:45,,,,,,,,,,,,,,,,,,
2020-02-02,08:00,20.83,44.43,28.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,08:15,20.71,44.47,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,08:30,20.77,44.01,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,08:45,21.02,43.17,30.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,09:00,21.01,43.84,30.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,09:15,,,,,,,,,,,,,,,,,,
2020-02-02,09:30,20.83,44.01,29.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,09:45,,,,,,,,,,,,,,,,,,
2020-02-02,10:00,20.73,43.81,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,10:15,21.08,42.73,29.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,10:30,21.01,43.49,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,10:45,,,,,,,,,,,,,,,,,,
2020-02-02,11:00,20.79,43.70,25.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,11:15,,,,,,,,,,,,,,,,,,
2020-02-02,11:30,20.65,43.59,32.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,11:45,20.64,43.44,21.00,,,,,,,,,,,,,,,
2020-02-02,12:00,20.94,42.73,29.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,12:15,21.01,42.85,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,12:30,21.22,42.22,29.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,12:45,21.16,42.49,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,13:00,21.08,42.59,23.00,,,,,,0.00,1.00,,,,,,,,
2020-02-02,13:15,20.97,42.72,30.00,,,,,,1.00,1.00,,,,,,,,
2020-02-02,13:30,20.94,42.84,369.00,,,,,,1.00,3.00,,,,,,,,
2020-02-02,13:45,21.06,42.57,39.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,14:00,21.28,42.59,31.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,14:15,21.24,42.94,26.00,,,,,,2.00,3.00,,,,,,,,
2020-02-02,14:30,21.34,42.98,22.00,,,,,,1.00,2.00,,,,,,,,
2020-02-02,14:45,21.59,43.12,432.00,,,,,,1.00,9.00,,,,,,,,
2020-02-02,15:00,22.05,42.63,248.00,,,,,,5.00,9.00,,,,,,,,
2020-02-02,15:15,22.36,42.47,313.00,,,,,,4.00,8.00,,,,,,,,
2020-02-02,15:30,22.70,42.34,336.00,,,,,,4.00,10.00,,,,,,,,
2020-02-02,15:45,23.04,42.31,25.00,,,,,,5.00,10.00,,,,,,,,
2020-02-02,16:00,22.92,43.11,288.00,,,,,,3.00,6.00,,,,,,,,
2020-02-02,16:15,22.82,43.44,309.00,,,,,,3.00,5.00,,,,,,,,
2020-02-02,16:30,22.70,44.14,355.00,,,,,,4.00,8.00,,,,,,,,
2020-02-02,16:45,22.62,45.61,386.00,,,,,,4.00,8.00,,,,,,,,
2020-02-02,17:00,22.65,46.16,599.00,,,,,,4.00,10.00,,,,,,,,
2020-02-02,17:15,22.59,46.98,467.00,,,,,,3.00,4.00,,,,,,,,
2020-02-02,17:30,22.52,44.92,427.00,,,,,,3.00,4.00,,,,,,,,
2020-02-02,17:45,22.46,47.36,354.00,,,,,,3.00,5.00,,,,,,,,
2020-02-02,18:00,22.53,47.90,524.00,,,,,,3.00,5.00,,,,,,,,
2020-02-02,18:15,22.61,48.52,370.00,,,,,,4.00,8.00,,,,,,,,
2020-02-02,18:30,22.56,49.32,602.00,,,,,,3.00,8.00,,,,,,,,
2020-02-02,18:45,22.56,49.40,308.00,,,,,,4.00,7.00,,,,,,,,
2020-02-02,19:00,22.51,49.16,287.00,,,,,,5.00,6.00,,,,,,,,
2020-02-02,19:15,22.57,48.68,22.00,,,,,,6.00,7.00,,,,,,,,
2020-02-02,19:30,22.61,47.64,384.00,,,,,,3.00,7.00,,,,,,,,
2020-02-02,19:45,22.51,48.53,387.00,,,,,,1.00,4.00,,,,,,,,
2020-02-02,20:00,22.38,49.19,213.00,,,,,,1.00,4.00,,,,,,,,
2020-02-02,20:15,22.28,47.99,30.00,,,,,,0.00,1.00,,,,,,,,
2020-02-02,20:30,22.22,46.63,23.00,,,,,,0.00,1.00,,,,,,,,
2020-02-02,20:45,22.14,45.76,28.00,,,,,,1.00,1.00,,,,,,,,
2020-02-02,21:00,22.04,45.44,25.00,,,,,,1.00,1.00,,,,,,,,
2020-02-02,21:15,21.94,45.07,23.00,,,,,,0.00,1.00,,,,,,,,
2020-02-02,21:30,,,,,,,,,,,,,,,,,,
2020-02-02,21:45,21.77,44.53,28.00,,,,,,0.00,1.00,,,,,,,,
2020-02-02,22:00,21.63,43.97,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-02,22:15,21.59,43.89,489.00,,,,,,0.00,6.00,,,,,,,,
2020-02-02,22:30,22.04,44.12,305.00,,,,,,3.00,5.00,,,,,,,,
2020-02-02,22:45,22.17,43.98,318.00,,,,,,3.00,4.00,,,,,,,,
2020-02-02,23:00,22.03,44.20,295.00,,,,,,2.00,4.00,,,,,,,,
2020-02-02,23:15,21.97,45.23,443.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,23:30,21.99,45.65,341.00,,,,,,2.00,2.00,,,,,,,,
2020-02-02,23:45,22.01,46.00,362.00,,,,,,2.00,3.00,,,,,,,,
2020-02-03,00:00,21.94,45.49,433.00,,,,,,2.00,3.00,,,,,,,,
2020-02-03,00:15,22.00,45.26,873.00,,,,,,1.00,3.00,,,,,,,,
2020-02-03,00:30,22.10,46.75,385.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,00:45,22.03,47.44,273.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,01:00,22.02,47.73,431.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,01:15,22.05,47.69,403.00,,,,,,2.00,4.00,,,,,,,,
2020-02-03,01:30,22.01,47.83,416.00,,,,,,2.00,3.00,,,,,,,,
2020-02-03,01:45,21.97,48.97,353.00,,,,,,2.00,4.00,,,,,,,,
2020-02-03,02:00,21.95,48.97,420.00,,,,,,2.00,4.00,,,,,,,,
2020-02-03,02:15,21.80,48.95,380.00,,,,,,2.00,6.00,,,,,,,,
2020-02-03,02:30,21.77,49.30,,,,,,,2.00,5.00,,,,,,,,
2020-02-03,02:45,21.73,48.69,636.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,03:00,21.84,47.12,27.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,03:15,21.74,46.75,451.00,,,,,,0.00,2.00,,,,,,,,
2020-02-03,03:30,21.70,47.07,922.00,,,,,,0.00,1.00,,,,,,,,
2020-02-03,03:45,21.63,46.61,29.00,,,,,,0.00,1.00,,,,,,,,
2020-02-03,04:00,21.44,46.25,26.00,,,,,,0.00,1.00,,,,,,,,
2020-02-03,04:15,21.30,46.15,25.00,,,,,,0.00,1.00,,,,,,,,
2020-02-03,04:30,21.29,45.90,72.00,,,,,,0.00,1.00,,,,,,,,
2020-02-03,04:45,21.20,45.98,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,05:00,21.15,45.89,31.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,05:15,21.07,45.70,34.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,05:30,,,,,,,,,,,,,,,,,,
2020-02-03,05:45,20.94,45.78,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,06:00,20.80,45.88,25.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,06:15,20.72,45.90,22.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,06:30,,,,,,,,,,,,,,,,,,
2020-02-03,06:45,20.64,45.98,25.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,07:00,20.56,45.76,81.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,07:15,20.48,45.76,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,07:30,20.75,44.48,25.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,07:45,21.08,43.87,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,08:00,20.93,44.67,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,08:15,20.77,44.90,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,08:30,,,,,,,,,,,,,,,,,,
2020-02-03,08:45,20.64,44.98,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,09:00,20.51,44.93,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,09:15,20.64,44.27,29.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,09:30,20.92,43.82,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,09:45,20.80,44.24,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,10:00,20.69,44.40,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,10:15,20.58,44.50,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,10:30,,,,,,,,,,,,,,,,,,
2020-02-03,10:45,20.48,44.55,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,11:00,20.70,43.52,27.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,11:15,21.11,42.59,30.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,11:30,21.05,43.20,25.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,11:45,20.94,43.45,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,12:00,20.83,43.51,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,12:15,20.73,43.69,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,12:30,20.63,43.80,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,12:45,20.56,43.71,20.00,,,,,,0.00,0.00,,,,,,,,
2020-02-03,13:00,20.61,43.65,1270.00,,,,,,0.00,2.00,,,,,,,,
2020-02-03,13:15,21.29,42.75,645.00,,,,,,1.00,5.00,,,,,,,,
2020-02-03,13:30,21.79,43.43,398.00,,,,,,2.00,6.00,,,,,,,,
2020-02-03,13:45,22.24,42.72,368.00,,,,,,2.00,5.00,,,,,,,,
2020-02-03,14:00,22.19,43.39,288.00,,,,,,2.00,4.00,,,,,,,,
2020-02-03,14:15,22.18,44.10,492.00,,,,,,2.00,5.00,,,,,,,,
2020-02-03,14:30,22.28,43.81,239.00,,,,,,3.00,6.00,,,,,,,,
2020-02-03,14:45,22.05,47.67,360.00,,,,,,4.00,6.00,,,,,,,,
2020-02-03,15:00,21.82,46.76,277.00,,,,,,3.00,6.00,,,,,,,,
2020-02-03,15:15,21.78,47.78,505.00,,,,,,3.00,4.00,,,,,,,,
2020-02-03,15:30,21.94,46.22,271.00,,,,,,3.00,4.00,,,,,,,,
2020-02-03,15:45,22.62,43.11,290.00,,,,,,4.00,8.00,,,,,,,,
2020-02-03,16:00,23.05,42.40,131.00,,,,,,4.00,8.00,,,,,,,,
2020-02-03,16:15,23.32,44.12,379.00,,,,,,5.00,9.00,,,,,,,,
2020-02-03,16:30,23.17,45.49,226.00,,,,,,7.00,9.00,,,,,,,,
2020-02-03,16:45,23.19,46.21,250.00,,,,,,6.00,8.00,,,,,,,,
2020-02-03,17:00,23.19,47.15,261.00,,,,,,6.00,7.00,,,,,,,,
2020-02-03,17:15,23.29,47.50,331.00,,,,,,6.00,7.00,,,,,,,,
2020-02-03,17:30,23.30,47.53,308.00,,,,,,4.00,7.00,,,,,,,,
2020-02-03,17:45,23.26,47.40,506.00,,,,,,3.00,6.00,,,,,,,,
2020-02-03,18:00,23.18,47.27,662.00,,,,,,1.00,4.00,,,,,,,,
2020-02-03,18:15,23.07,46.96,234.00,,,,,,3.00,6.00,,,,,,,,
2020-02-03,18:30,23.00,46.97,269.00,,,,,,3.00,5.00,,,,,,,,
2020-02-03,18:45,22.96,46.48,272.00,,,,,,3.00,4.00,,,,,,,,
2020-02-03,19:00,22.91,46.68,307.00,,,,,,2.00,4.00,,,,,,,,
2020-02-03,19:15,22.85,46.45,22.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,19:30,,,,,,,,,,,,,,,,,,
2020-02-03,19:45,22.86,45.46,28.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,20:00,22.75,44.65,27.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,20:15,22.73,45.60,292.00,,,,,,2.00,6.00,,,,,,,,
2020-02-03,20:30,22.77,45.80,322.00,,,,,,2.00,3.00,,,,,,,,
2020-02-03,20:45,22.74,45.57,27.00,,,,,,2.00,3.00,,,,,,,,
2020-02-03,21:00,22.72,45.63,317.00,,,,,,1.00,2.00,,,,,,,,
2020-02-03,21:15,22.64,45.63,296.00,,,,,,1.00,2.00,,,,,,,,
2020-02-03,21:30,22.69,47.41,244.00,,,,,,1.00,2.00,,,,,,,,
2020-02-03,21:45,22.69,48.63,26.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,22:00,22.64,48.98,437.00,,,,,,1.00,4.00,,,,,,,,
2020-02-03,22:15,22.63,49.42,305.00,,,,,,2.00,4.00,,,,,,,,
2020-02-03,22:30,22.63,48.71,236.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,22:45,,,,,,,,,,,,,,,,,,
2020-02-03,23:00,22.63,47.82,396.00,,,,,,1.00,4.00,,,,,,,,
2020-02-03,23:15,22.66,47.56,30.00,,,,,,2.00,2.00,,,,,,,,
2020-02-03,23:30,22.67,47.53,371.00,,,,,,2.00,3.00,,,,,,,,
2020-02-03,23:45,22.71,48.20,,,,,,,2.00,2.00,,,,,,,,
2020-02-04,00:00,22.79,47.70,310.00,,,,,,2.00,4.00,,,,,,,,
2020-02-04,00:15,22.91,51.08,353.00,,,,,,2.00,4.00,,,,,,,,
2020-02-04,00:30,22.92,51.76,389.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,00:45,22.85,52.14,452.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,01:00,22.88,51.86,406.00,,,,,,2.00,4.00,,,,,,,,
2020-02-04,01:15,22.91,52.51,361.00,,,,,,2.00,3.00,,,,,,,,
2020-02-04,01:30,22.86,52.21,270.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,01:45,22.92,51.94,358.00,,,,,,2.00,4.00,,,,,,,,
2020-02-04,02:00,22.91,51.71,483.00,,,,,,2.00,4.00,,,,,,,,
2020-02-04,02:15,22.91,51.47,,,,,,,,,,,,,,,,
2020-02-04,02:30,22.89,50.96,356.00,,,,,,2.00,3.00,,,,,,,,
2020-02-04,02:45,22.88,50.59,314.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,03:00,22.93,50.56,176.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,03:15,22.95,50.38,22.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,03:30,,,,,,,,,,,,,,,,,,
2020-02-04,03:45,22.90,50.01,32.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,04:00,22.90,49.70,694.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,04:15,22.89,49.88,386.00,,,,,,1.00,3.00,,,,,,,,
2020-02-04,04:30,22.84,49.63,27.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,04:45,22.82,49.40,26.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,05:00,22.87,48.78,32.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,05:15,22.86,48.77,22.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,05:30,22.86,48.60,81.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,05:45,,,,,,,,,,,,,,,,,,
2020-02-04,06:00,22.86,47.99,32.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,06:15,,,,,,,,,,,,,,,,,,
2020-02-04,06:30,22.87,47.38,30.00,,,,,,2.00,2.00,,,,,,,,
2020-02-04,06:45,22.80,47.25,309.00,,,,,,0.00,2.00,,,,,,,,
2020-02-04,07:00,22.74,47.13,26.00,,,,,,0.00,0.00,,,,,,,,
2020-02-04,07:15,22.70,46.91,20.00,,,,,,0.00,0.00,,,,,,,,
2020-02-04,07:30,,,,,,,,,,,,,,,,,,
2020-02-04,07:45,22.61,46.66,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-04,08:00,22.53,46.51,24.00,,,,,,0.00,0.00,,,,,,,,
2020-02-04,08:15,22.48,46.59,23.00,,,,,,0.00,0.00,,,,,,,,
2020-02-04,08:30,,,,,,,,,,,,,,,,,,
2020-02-04,08:45,22.43,46.41,25.00,,,,,,0.00,0.00,,,,,,,,
