Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2020-01-12,20:15,25.57,50.81,28.00,,,,,,1.00,2.00,,,,,,,,
2020-01-12,20:30,,,,,,,,,,,,,,,,,,
2020-01-12,20:45,25.41,50.43,26.00,,,,,,1.00,3.00,,,,,,,,
2020-01-12,21:00,25.25,50.85,472.00,,,,,,1.00,5.00,,,,,,,,
2020-01-12,21:15,25.27,51.46,309.00,,,,,,2.00,3.00,,,,,,,,
2020-01-12,21:30,25.22,51.23,349.00,,,,,,2.00,4.00,,,,,,,,
2020-01-12,21:45,25.17,51.76,265.00,,,,,,2.00,2.00,,,,,,,,
2020-01-12,22:00,25.21,51.35,256.00,,,,,,2.00,2.00,,,,,,,,
2020-01-12,22:15,25.18,51.39,332.00,,,,,,2.00,3.00,,,,,,,,
2020-01-12,22:30,25.12,51.75,263.00,,,,,,2.00,2.00,,,,,,,,
2020-01-12,22:45,25.08,51.72,398.00,,,,,,2.00,2.00,,,,,,,,
2020-01-12,23:00,25.08,52.14,395.00,,,,,,2.00,3.00,,,,,,,,
2020-01-12,23:15,25.13,52.29,308.00,,,,,,2.00,2.00,,,,,,,,
2020-01-12,23:30,25.16,53.40,340.00,,,,,,2.00,2.00,,,,,,,,
2020-01-12,23:45,25.39,53.78,744.00,,,,,,1.00,9.00,,,,,,,,
2020-01-13,00:00,25.29,54.82,640.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,00:15,25.24,54.65,311.00,,,,,,1.00,2.00,,,,,,,,
2020-01-13,00:30,25.20,55.47,457.00,,,,,,1.00,4.00,,,,,,,,
2020-01-13,00:45,25.12,56.55,245.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,01:00,25.07,55.67,26.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,01:15,25.11,55.20,,,,,,,,,,,,,,,,
2020-01-13,01:30,,,,,,,,,,,,,,,,,,
2020-01-13,01:45,25.06,53.86,27.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,02:00,24.85,53.31,23.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,02:15,24.74,53.49,283.00,,,,,,2.00,12.00,,,,,,,,
2020-01-13,02:30,24.65,54.49,28.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,02:45,24.62,54.00,,,,,,,,,,,,,,,,
2020-01-13,03:00,24.53,53.70,28.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,03:15,24.38,53.67,217.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,03:30,24.41,53.49,20.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,03:45,,,,,,,,,,,,,,,,,,
2020-01-13,04:00,24.30,53.12,561.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,04:15,24.24,52.93,205.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,04:30,24.19,52.63,24.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,04:45,24.20,51.94,409.00,,,,,,0.00,4.00,,,,,,,,
2020-01-13,05:00,,,,,,,,,,,,,,,,,,
2020-01-13,05:15,24.03,51.35,31.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,05:30,,,,,,,,,,,,,,,,,,
2020-01-13,05:45,23.87,50.83,28.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,06:00,,,,,,,,,,,,,,,,,,
2020-01-13,06:15,23.72,50.19,31.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,06:30,23.62,49.70,60.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,06:45,23.54,49.60,34.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,07:00,,,,,,,,,,,,,,,,,,
2020-01-13,07:15,23.47,49.38,28.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,07:30,,,,,,,,,,,,,,,,,,
2020-01-13,07:45,23.29,49.12,27.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,08:00,23.17,48.93,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,08:15,23.12,48.75,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,08:30,,,,,,,,,,,,,,,,,,
2020-01-13,08:45,23.00,48.65,27.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,09:00,,,,,,,,,,,,,,,,,,
2020-01-13,09:15,22.82,48.60,34.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,09:30,,,,,,,,,,,,,,,,,,
2020-01-13,09:45,22.64,48.40,29.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,10:00,,,,,,,,,,,,,,,,,,
2020-01-13,10:15,22.48,48.13,23.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,10:30,,,,,,,,,,,,,,,,,,
2020-01-13,10:45,22.30,48.06,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,11:00,,,,,,,,,,,,,,,,,,
2020-01-13,11:15,22.16,47.76,28.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,11:30,,,,,,,,,,,,,,,,,,
2020-01-13,11:45,21.99,47.64,30.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,12:00,21.85,47.70,32.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,12:15,21.78,47.72,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,12:30,,,,,,,,,,,,,,,,,,
2020-01-13,12:45,21.62,47.72,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-13,13:00,21.50,47.62,92.00,,,,,,0.00,2.00,,,,,,,,
2020-01-13,13:15,21.52,47.94,363.00,,,,,,1.00,4.00,,,,,,,,
2020-01-13,13:30,21.53,49.33,559.00,,,,,,2.00,5.00,,,,,,,,
2020-01-13,13:45,21.45,50.21,269.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,14:00,21.43,50.06,228.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,14:15,21.41,50.10,283.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,14:30,21.30,50.14,445.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,14:45,21.48,48.72,416.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,15:00,22.04,46.56,28.00,,,,,,3.00,3.00,,,,,,,,
2020-01-13,15:15,22.32,45.94,455.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,15:30,22.66,46.00,265.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,15:45,22.57,46.71,27.00,,,,,,3.00,3.00,,,,,,,,
2020-01-13,16:00,22.40,47.29,249.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,16:15,22.37,47.66,287.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,16:30,22.30,49.48,391.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,16:45,22.27,50.23,,,,,,,,,,,,,,,,
2020-01-13,17:00,22.25,49.90,311.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,17:15,22.21,49.73,320.00,,,,,,3.00,4.00,,,,,,,,
2020-01-13,17:30,22.22,50.03,314.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,17:45,22.28,49.81,322.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,18:00,22.30,49.75,281.00,,,,,,1.00,2.00,,,,,,,,
2020-01-13,18:15,22.23,49.27,26.00,,,,,,1.00,2.00,,,,,,,,
2020-01-13,18:30,22.19,49.12,373.00,,,,,,1.00,2.00,,,,,,,,
2020-01-13,18:45,22.15,49.30,269.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,19:00,22.13,49.16,294.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,19:15,22.11,49.00,276.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,19:30,22.04,48.89,375.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,19:45,21.98,49.02,335.00,,,,,,3.00,4.00,,,,,,,,
2020-01-13,20:00,22.23,47.67,219.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,20:15,22.60,47.76,268.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,20:30,22.56,48.80,294.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,20:45,22.55,49.48,437.00,,,,,,1.00,4.00,,,,,,,,
2020-01-13,21:00,22.48,50.05,589.00,,,,,,1.00,3.00,,,,,,,,
2020-01-13,21:15,22.40,51.15,534.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,21:30,22.32,51.48,429.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,21:45,22.37,51.50,277.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,22:00,22.25,51.96,283.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,22:15,22.22,52.37,368.00,,,,,,2.00,3.00,,,,,,,,
2020-01-13,22:30,22.21,53.66,284.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,22:45,22.27,53.98,316.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,23:00,22.20,53.37,353.00,,,,,,2.00,4.00,,,,,,,,
2020-01-13,23:15,22.10,53.19,272.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,23:30,22.14,54.05,252.00,,,,,,2.00,2.00,,,,,,,,
2020-01-13,23:45,22.25,52.77,287.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,00:00,22.28,55.36,330.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,00:15,22.28,56.14,308.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,00:30,22.25,56.15,224.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,00:45,22.23,55.30,260.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,01:00,22.18,54.99,472.00,,,,,,1.00,2.00,,,,,,,,
2020-01-14,01:15,22.19,55.11,323.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,01:30,22.15,54.84,542.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,01:45,22.19,55.11,391.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,02:00,22.23,56.24,390.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,02:15,22.21,56.37,416.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,02:30,22.14,56.07,381.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,02:45,22.18,54.95,27.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,03:00,22.21,53.99,700.00,,,,,,1.00,2.00,,,,,,,,
2020-01-14,03:15,22.13,53.81,21.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,03:30,,,,,,,,,,,,,,,,,,
2020-01-14,03:45,22.01,53.56,28.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,04:00,22.00,53.04,431.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,04:15,22.03,53.07,25.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,04:30,,,,,,,,,,,,,,,,,,
2020-01-14,04:45,22.03,52.96,23.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,05:00,21.94,52.84,490.00,,,,,,0.00,2.00,,,,,,,,
2020-01-14,05:15,21.86,52.75,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,05:30,21.81,52.52,32.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,05:45,,,,,,,,,,,,,,,,,,
2020-01-14,06:00,21.65,52.38,25.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,06:15,21.58,52.13,,,,,,,,,,,,,,,,
2020-01-14,06:30,21.51,51.91,23.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,06:45,21.37,52.01,26.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,07:00,21.29,51.91,27.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,07:15,21.25,51.63,30.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,07:30,21.18,51.61,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,07:45,,,,,,,,,,,,,,,,,,
2020-01-14,08:00,21.11,51.24,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,08:15,21.06,50.78,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,08:30,20.97,50.87,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,08:45,,,,,,,,,,,,,,,,,,
2020-01-14,09:00,20.87,50.89,34.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,09:15,21.06,49.78,31.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,09:30,21.25,49.54,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,09:45,,,,,,,,,,,,,,,,,,
2020-01-14,10:00,21.06,50.13,29.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,10:15,20.95,50.30,25.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,10:30,20.86,50.24,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,10:45,21.00,49.36,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,11:00,21.28,48.62,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,11:15,21.24,49.11,29.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,11:30,21.13,49.38,23.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,11:45,,,,,,,,,,,,,,,,,,
2020-01-14,12:00,20.94,49.61,99.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,12:15,21.04,49.08,25.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,12:30,21.30,48.21,26.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,12:45,21.20,48.78,27.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,13:00,21.13,49.02,25.00,,,,,,0.00,0.00,,,,,,,,
2020-01-14,13:15,21.10,49.37,263.00,,,,,,0.00,4.00,,,,,,,,
2020-01-14,13:30,21.12,50.52,451.00,,,,,,1.00,6.00,,,,,,,,
2020-01-14,13:45,21.38,48.96,29.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,14:00,21.61,47.90,26.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,14:15,21.85,47.39,28.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,14:30,22.08,47.64,26.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,14:45,22.08,47.90,,,,,,,,,,,,,,,,
2020-01-14,15:00,21.94,48.30,187.00,,,,,,1.00,2.00,,,,,,,,
2020-01-14,15:15,21.80,48.36,24.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,15:30,21.70,48.28,27.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,15:45,21.92,47.54,28.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,16:00,22.05,47.31,28.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,16:15,21.92,47.56,23.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,16:30,21.84,47.65,284.00,,,,,,2.00,5.00,,,,,,,,
2020-01-14,16:45,21.87,48.36,307.00,,,,,,3.00,5.00,,,,,,,,
2020-01-14,17:00,22.03,48.56,353.00,,,,,,3.00,5.00,,,,,,,,
2020-01-14,17:15,22.39,48.20,338.00,,,,,,3.00,3.00,,,,,,,,
2020-01-14,17:30,22.29,50.06,362.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,17:45,22.31,50.52,488.00,,,,,,3.00,4.00,,,,,,,,
2020-01-14,18:00,22.29,51.47,416.00,,,,,,3.00,12.00,,,,,,,,
2020-01-14,18:15,22.24,54.37,318.00,,,,,,3.00,5.00,,,,,,,,
2020-01-14,18:30,22.11,52.95,270.00,,,,,,3.00,4.00,,,,,,,,
2020-01-14,18:45,22.07,53.06,316.00,,,,,,2.00,3.00,,,,,,,,
2020-01-14,19:00,22.04,53.21,343.00,,,,,,3.00,3.00,,,,,,,,
2020-01-14,19:15,22.05,52.84,394.00,,,,,,3.00,4.00,,,,,,,,
2020-01-14,19:30,22.00,52.68,335.00,,,,,,2.00,5.00,,,,,,,,
2020-01-14,19:45,,,,,,,,,,,,,,,,,,
2020-01-14,20:00,21.98,52.73,336.00,,,,,,2.00,5.00,,,,,,,,
2020-01-14,20:15,22.44,51.40,315.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,20:30,22.37,52.43,492.00,,,,,,1.00,3.00,,,,,,,,
2020-01-14,20:45,22.36,53.94,354.00,,,,,,2.00,3.00,,,,,,,,
2020-01-14,21:00,22.37,54.44,363.00,,,,,,2.00,3.00,,,,,,,,
2020-01-14,21:15,22.32,54.77,318.00,,,,,,2.00,3.00,,,,,,,,
2020-01-14,21:30,22.34,54.62,436.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,21:45,22.30,54.68,410.00,,,,,,3.00,3.00,,,,,,,,
2020-01-14,22:00,22.15,54.50,204.00,,,,,,2.00,3.00,,,,,,,,
2020-01-14,22:15,22.21,54.58,248.00,,,,,,3.00,4.00,,,,,,,,
2020-01-14,22:30,22.22,56.27,232.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,22:45,22.35,55.60,225.00,,,,,,2.00,2.00,,,,,,,,
2020-01-14,23:00,22.23,55.64,248.00,,,,,,2.00,3.00,,,,,,,,
2020-01-14,23:15,22.12,55.76,297.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,23:30,22.04,56.13,313.00,,,,,,2.00,4.00,,,,,,,,
2020-01-14,23:45,22.00,56.09,363.00,,,,,,2.00,4.00,,,,,,,,
2020-01-15,00:00,21.91,55.44,346.00,,,,,,2.00,3.00,,,,,,,,
2020-01-15,00:15,22.26,53.09,483.00,,,,,,1.00,4.00,,,,,,,,
2020-01-15,00:30,22.69,52.52,720.00,,,,,,1.00,2.00,,,,,,,,
2020-01-15,00:45,22.59,54.14,308.00,,,,,,2.00,3.00,,,,,,,,
2020-01-15,01:00,22.61,55.81,397.00,,,,,,2.00,2.00,,,,,,,,
2020-01-15,01:15,22.58,55.80,424.00,,,,,,2.00,4.00,,,,,,,,
2020-01-15,01:30,22.48,56.66,523.00,,,,,,1.00,4.00,,,,,,,,
2020-01-15,01:45,,,,,,,,,,,,,,,,,,
2020-01-15,02:00,22.27,57.04,292.00,,,,,,2.00,2.00,,,,,,,,
2020-01-15,02:15,22.20,56.56,321.00,,,,,,2.00,4.00,,,,,,,,
2020-01-15,02:30,22.07,56.33,448.00,,,,,,2.00,4.00,,,,,,,,
2020-01-15,02:45,21.88,56.59,25.00,,,,,,2.00,2.00,,,,,,,,
2020-01-15,03:00,21.87,56.44,395.00,,,,,,2.00,3.00,,,,,,,,
2020-01-15,03:15,22.03,55.63,404.00,,,,,,2.00,2.00,,,,,,,,
2020-01-15,03:30,22.15,54.63,24.00,,,,,,2.00,2.00,,,,,,,,
2020-01-15,03:45,,,,,,,,,,,,,,,,,,
2020-01-15,04:00,22.16,53.61,26.00,,,,,,0.00,2.00,,,,,,,,
2020-01-15,04:15,22.14,53.53,462.00,,,,,,1.00,1.00,,,,,,,,
2020-01-15,04:30,22.07,53.11,22.00,,,,,,1.00,1.00,,,,,,,,
2020-01-15,04:45,22.09,52.71,491.00,,,,,,0.00,1.00,,,,,,,,
2020-01-15,05:00,22.03,52.67,25.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,05:15,21.96,52.60,29.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,05:30,21.88,52.45,31.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,05:45,,,,,,,,,,,,,,,,,,
2020-01-15,06:00,21.74,52.27,36.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,06:15,21.65,52.20,30.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,06:30,21.59,52.14,25.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,06:45,,,,,,,,,,,,,,,,,,
2020-01-15,07:00,21.52,52.18,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,07:15,21.46,52.26,26.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,07:30,21.40,52.11,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,07:45,,,,,,,,,,,,,,,,,,
2020-01-15,08:00,21.30,52.15,26.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,08:15,21.20,52.11,25.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,08:30,21.19,51.88,23.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,08:45,,,,,,,,,,,,,,,,,,
2020-01-15,09:00,21.08,52.04,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,09:15,21.00,52.18,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,09:30,21.01,52.12,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,09:45,,,,,,,,,,,,,,,,,,
2020-01-15,10:00,20.99,52.25,27.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,10:15,20.93,52.33,29.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,10:30,20.86,52.30,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,10:45,20.87,52.48,226.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,11:00,20.83,52.46,24.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,11:15,20.81,52.36,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,11:30,,,,,,,,,,,,,,,,,,
2020-01-15,11:45,20.75,52.38,26.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,12:00,20.98,51.10,34.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,12:15,21.14,51.21,22.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,12:30,,,,,,,,,,,,,,,,,,
2020-01-15,12:45,21.01,51.82,29.00,,,,,,0.00,0.00,,,,,,,,
2020-01-15,13:00,20.95,51.98,30.00,,,,,,0.00,4.00,,,,,,,,
2020-01-15,13:15,21.01,52.50,423.00,,,,,,2.00,5.00,,,,,,,,
2020-01-15,13:30,21.04,53.30,624.00,,,,,,1.00,6.00,,,,,,,,
2020-01-15,13:45,21.35,51.35,28.00,,,,,,2.00,3.00,,,,,,,,
2020-01-15,14:00,21.65,50.03,26.00,,,,,,2.00,3.00,,,,,,,,
2020-01-15,14:15,21.92,49.43,23.00,,,,,,3.00,3.00,,,,,,,,
2020-01-15,14:30,22.39,49.29,340.00,,,,,,2.00,5.00,,,,,,,,
2020-01-15,14:45,22.67,49.82,247.00,,,,,,3.00,5.00,,,,,,,,
2020-01-15,15:00,22.51,50.96,302.00,,,,,,3.00,4.00,,,,,,,,
2020-01-15,15:15,22.58,51.32,391.00,,,,,,4.00,5.00,,,,,,,,
2020-01-15,15:30,22.78,50.81,402.00,,,,,,3.00,6.00,,,,,,,,
